"set","log2fc","minuslogpv","proteinids","majorityproteinids","fastaheaders","numberofproteins","peptides","uniquepeptides","sequencecoveragep","moldotweightkda","qhvalue","score","idsfrondevi","evidenceids","chrinfo","proj","experiment","username","foldchange","pvalue","analyinfo"
"compare1similar,compare2similar","-1.0856254697015166,-0.7533337522742228","5.121361545079986,5.52221275168675","LOC_Os08g43430.1","LOC_Os08g43430.1",">LOC_Os08g43430.1 protein|CXE carboxylesterase, putative, expressed","1.0","11.0","11.0","55.5","34.163","nan","74.405","3409.0","70398;70399;70400;70401;70402;70403;70404;70405;70406;70407;70408;70409;70410;72239;72240;72241;72242;72243;72244;72245;72246;72247;72248;72249;72250;72251;94501;94502;94503;94504;94505;94506;94507;94508;94509;111854;111855;111856;111857;111858;111859;111860;111861;171400;171401;171402;171403;171404;171405;171406;171407;171408;171409;175774;175775;175776;175777;175778;175779;175780;175781;175782;175783;175784;175785;175786;175787;175788;175789;175790;175791;311899;311900;311901;311902;311903;311904;311905;311906;311907;420067;420068;420069;420070;420071;420072;420073;420074;420075;420076;420077;420078;420079;442293;442294;442295;442296;442297;442298;442299;442300;442301;442302;442303;442304;442305;462312;462313;462314;462315;462316;462317","LOC_Os08g43430.1:Chr8:27474003","forPPT","PPT1projLFQ_AnI;A1","ppt","-1.0856254697015166,-0.7533337522742228","0.005967891807112846,  0.00399699379492692","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","0.6096115531244571,0.601146540784939","3.7490290361242185,3.3660098981154856","LOC_Os08g43680.1","LOC_Os08g43680.1",">LOC_Os08g43680.1 protein|glutathione S-transferase, C-terminal domain containing protein, expressed","1.0","43.0","43.0","53.4","137.17","nan","175.71","3414.0","2428;2429;2430;2431;2432;2433;2434;2435;2436;2437;2438;2439;20308;20309;20310;20311;20312;20313;20314;20315;45540;45541;49353;49354;49355;49356;49357;49358;49359;49360;49361;49362;49363;49364;49365;49366;49367;49368;49369;49370;51133;51134;51135;51136;51137;51138;51139;51697;51698;72861;72862;72863;72864;72865;72866;72867;72868;81988;81989;81990;81991;81992;81993;81994;81995;81996;84787;84788;84789;84790;84791;84792;84793;84794;84795;84796;84797;84798;85542;85543;85544;85545;85546;85547;85548;96830;96831;96832;96833;96949;96950;96951;96952;96953;112612;112613;112614;112615;112616;112617;112618;112619;112620;114466;114467;114468;114469;152157;155989;155990;155991;155992;155993;155994;155995;155996;155997;155998;155999;156000;156001;156002;162317;187710;187711;187712;187713;189398;189399;189400;194619;197700;253032;253033;259174;259175;259176;259177;259178;259179;259180;270158;270159;270160;270161;270162;270163;270164;270165;270166;361436;363149;363150;363151;363152;363153;363154;363155;367361;367362;367363;367364;367365;367366;367367;367368;367369;367370;367371;368240;368241;368242;368243;368244;368245;383523;383524;383525;383526;383527;383528;383529;383530;383531;383532;383533;383534;387787;387788;387789;387790;387791;387792;387793;387794;387795;387796;387797;387798;387799;387800;387801;387802;389341;389342;389343;389344;389345;389346;389347;389348;389349;395593;395594;395595;395596;395597;395598;395599;424639;424640;424641;424642;424643;424644;424645;424646;424647;424648;424649;435165;435166;435167;435168;435169;435170;435171;435172;435173;435174;435175;435176;435177;435178;435179;435180;435181;435182;435183;435184;435185;463496;463497;463498;463499;463500;463501;463502;463503;463504;465264;465265;465266;465267;470113;500686;515693;515694;515695;515696;515697;515698;515699;515771;515772;515773;515774;515775;541792;541793;541794;541795;541796;541797;541798;550413","LOC_Os08g43680.1:Chr8:27609346","forPPT","PPT1projLFQ_AnI;A1","ppt","0.6096115531244571,0.601146540784939","0.02354059182718659,  0.03452712962192752","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","-0.34601934948141294,-0.39327473063630997","5.26494731550698,5.610383488371648","LOC_Os08g44530.1","LOC_Os08g44530.1",">LOC_Os08g44530.1 protein|dihydroxy-acid dehydratase, putative, expressed","1.0","25.0","25.0","57.7","63.65","nan","323.31","3428.0","84811;84812;84813;84814;84815;84816;84817;84818;84819;96768;96769;96770;96771;96772;96773;96774;96775;96776;96777;96778;96779;96780;96781;96782;96783;96784;96785;96786;96787;96788;96789;96790;96791;96792;96793;96794;96795;96796;96797;96798;96799;96800;98522;98523;98524;98525;98526;98527;98528;101902;101903;101904;101905;101906;101907;101908;101909;101910;101911;101912;101913;101914;139845;139846;139847;139848;139849;139850;139851;139852;139853;139854;139855;139856;139857;139858;139859;139860;139861;139862;139863;139864;139865;139866;139867;139868;139869;139870;139871;139872;139873;139874;139875;139876;139877;161461;161462;161463;161464;161465;161466;161467;161468;161469;161470;161471;161472;161473;161474;161475;161476;161477;161478;161479;161480;161481;161482;161483;161484;161485;161486;161487;161488;161489;161490;161491;161492;161493;161494;161495;161496;161497;161498;161499;161500;161501;176412;176413;176414;176415;176416;176417;176418;176419;176420;176421;176422;176423;176424;176425;176426;215948;215949;215950;215951;215952;215953;215954;215955;215956;215957;215958;215959;215960;215961;215962;215963;215964;215965;215966;215967;215968;215969;215970;215971;215972;215973;215974;217975;217976;217977;217978;217979;217980;217981;217982;217983;217984;217985;217986;217987;217988;217989;217990;241740;241741;241742;241743;241744;241745;241746;241747;241748;241749;263049;271180;271181;271182;271183;271184;271185;271186;271187;271188;271189;272568;336766;336767;336768;336769;336770;336771;336772;336773;336774;336775;336776;336777;336778;336779;336780;336781;336782;336783;336784;336785;367494;367495;367496;367497;367498;367499;367500;426218;426219;426220;426221;426222;426223;426224;426225;426226;426227;426228;426229;426230;426231;426232;426233;426234;426235;426236;426237;426238;426239;426240;426241;430739;430740;430741;430742;430743;430744;430745;430746;430747;430748;430749;430750;430751;430752;430753;430754;430755;430756;430757;430758;430759;430760;430761;430762;430763;430764;430765;430766;430767;430768;430769;430770;430771;430772;430773;430774;430775;430776;430777;430778;430779;433732;433733;433734;433735;433736;433737;433738;433739;433740;433741;433742;433743;433744;433745;433746;495191;495192;495193;495194;495195;495196;495197;495198;495199;495200;495201;495202;517480;517481;517482;517483;517484;517485;517486;517487;517488;517489;517490;517491;517492;517493;517494;517495;517496;517497;517498;517499;517500;517501;532793;532794;532795;532796;532797;532798;532799;532800;532801;532802;532803;532804;532805;532806;532807;532808;532809;532810;532811;532812;532813;532814;532815;532816;532817;532818;532819;553792;553793;561994;561995;561996;561997;561998;561999;562000;562001;562002;562003;562004;562005;562006;562007;562008;562009;562010;562011;562012;562013;562014;562015;562016;562017;562018;562019;562020;562021;562022;562023;562024;562025;562026;562027;562028;562029;562030;562031;562032;562033;562034","LOC_Os08g44530.1:Chr8:28004956","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.34601934948141294,-0.39327473063630997","0.005169665382345606,  0.0036596656493746386","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","0.35322098357369835,0.44695915282358945","3.1025129345872666,3.8690622222237283","LOC_Os09g04790.1","LOC_Os09g04790.1",">LOC_Os09g04790.1 protein|PAP fibrillin family domain containing protein, expressed","1.0","19.0","19.0","76.2","33.919","nan","323.31","3448.0","52930;52931;52932;52933;58009;58010;58011;58012;58013;58014;58015;58016;58017;58018;58019;58020;58021;58022;58023;58024;58025;58026;58027;58028;58029;58030;58031;58032;58033;58034;58035;58036;97379;125748;125749;125750;125751;125752;125753;125754;125755;125756;125757;125758;125759;125760;125761;125762;125763;125764;125765;125766;125767;125768;125769;125770;125771;125772;125773;125774;125775;125776;125777;125778;128040;128041;128042;128043;128044;128045;128046;128047;128048;142452;142453;142454;142455;142456;142457;142458;142459;142460;154056;154057;154058;154059;154060;154061;154062;154063;154064;154065;154066;154067;154068;154069;154070;154071;154072;154073;154074;154075;154076;154077;154078;154079;154080;154081;165665;165666;165667;165668;165669;165670;165671;165672;165673;165674;165675;165676;165677;165678;165679;165680;165681;165682;165683;165684;165685;165686;165687;165688;165689;165690;165691;165692;165693;165694;165695;165696;165697;165698;165699;165700;165701;165702;165703;165704;165705;165706;165707;165708;165709;240077;240078;240079;240080;240081;240082;240083;298102;298103;298104;298105;298106;298107;298108;298109;298110;298111;298112;298113;298114;298115;298116;298117;298118;298119;298120;298121;298122;298123;298124;298125;298126;298127;298128;298129;298130;298131;298132;298133;298134;298135;298136;298137;298138;298139;298140;298141;298142;298143;298144;298145;298146;298147;298148;298149;298150;298151;298152;298153;298154;298155;298156;369448;369449;369450;369451;369452;369453;369454;369455;369456;369457;369458;369459;369460;369461;369462;369463;369464;369465;369466;369467;369468;369469;369470;369471;369472;369473;443131;443132;443133;443134;443135;443136;443137;443138;443139;443140;443141;443142;443143;443144;443145;443146;443147;443148;443149;443150;443151;443152;443153;443154;443155;443156;443157;443158;443159;452295;452296;452297;452298;452299;452300;452301;452302;452303;452304;452305;452306;452307;452308;452309;452310;452311;452312;452313;452314;452315;452316;452317;452318;452319;452320;452321;452322;452323;452324;452325;452326;452327;452328;452329;452330;452331;452332;452333;452334;452335;452336;452337;452338;452339;452340;452341;452342;452343;452344;452345;452346;452347;452348;452349;452350;452351;452352;452353;452354;452355;452356;452357;452358;452359;452360;452361;452362;452363;452364;452365;483934;483935;483936;483937;483938;483939;483940;483941;483942;483943;538610;538611;538612;538613;538614;538615","LOC_Os09g04790.1:Chr9:2549152","forPPT","PPT1projLFQ_AnI;A1","ppt","0.35322098357369835,0.44695915282358945","0.04493613881492112,  0.0208779391150869","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","-1.0564386769436254,-1.1098559311443847","3.1867355998836464,3.2028663042937136","LOC_Os09g07350.1","LOC_Os09g07350.1",">LOC_Os09g07350.1 protein|fasciclin-like arabinogalactan protein 8 precursor, putative, expressed","1.0","15.0","15.0","44.1","42.426","nan","162.08","3452.0","30665;30666;95671;95672;95673;95674;95675;95676;95677;139076;139077;139078;160586;160587;160588;160589;160590;160591;160592;160593;160594;160595;160596;160597;160598;160599;160600;160601;160602;160603;160604;160605;160606;160607;199575;211651;211652;211653;211654;211655;211656;211657;211658;211659;211660;226551;226552;226553;226554;226555;226556;226557;226558;226559;226560;226561;226562;226563;226564;226565;226566;226567;226568;226569;226570;226571;226572;226573;226574;226575;226576;226577;226578;226579;226580;226581;226582;226583;226584;226585;226586;226587;226588;226589;226590;226591;226592;226593;226594;226595;226596;226597;226598;226599;226600;226601;226602;252385;252386;252387;252388;252389;252390;252391;252392;277637;277638;277639;277640;277641;389144;389145;389146;389147;389148;389149;389150;389151;404788;404789;404790;404791;404792;404793;404794;404795;404796;404797;404798;404799;422089;422090;422091;422092;422093;422094;422095;422096;422097;422098;422099;422100;422101;422102;422103;422104;422105;422106;439862;439863;439864;439865;439866;439867;439868;439869;439870;439871;439872;439873;439874;439875;439876;439877;439878;439879;439880;529510;529511;529512;529513;529514;529515;529516;529517;529518;529519;529520;529521;529522;529523;529524;529525;529526","LOC_Os09g07350.1:Chr9:3655099","forPPT","PPT1projLFQ_AnI;A1","ppt","-1.0564386769436254,-1.1098559311443847","0.04130649200832185,  0.04064553438323938","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","0.6347408267117016,0.7194276520181884","3.5746659570744486,6.831345748050767","LOC_Os09g23540.1","LOC_Os09g23540.1",">LOC_Os09g23540.1 protein|dehydrogenase, putative, expressed","1.0","19.0","7.0","63.1","45.575","nan","75.267","3511.0","8213;8214;8215;8216;8217;8218;8219;8220;8221;8222;8223;8224;8225;8226;8227;8228;8229;8230;8231;8232;8233;8234;8235;8236;8237;8238;8239;18178;75287;75689;75690;75691;75692;75693;75694;75695;75696;75697;75698;75699;75700;75701;75702;75703;75704;75705;75706;75707;75708;75709;75710;75711;75712;75713;75714;75715;75716;95287;95288;95289;97090;97091;97092;97093;97094;97095;97096;97097;97098;97099;97100;97101;97102;97103;97104;97105;97106;97107;97108;97109;97110;97111;97112;97113;97114;97115;97116;97117;97118;97119;97120;97121;97122;97123;97124;97125;97126;97127;97128;97129;97130;97131;146590;146591;146592;146593;146594;146595;146596;146597;146598;146599;146600;146601;146602;146603;168334;168335;168336;168337;168338;168339;168340;168341;168342;168343;168344;168345;168346;168347;168348;168349;168350;168351;168352;168353;168354;168355;168356;168357;168358;168359;168360;168361;168362;193682;205567;205568;205569;205570;205571;205572;205573;205574;205575;205576;205577;205578;205579;205580;205581;205582;205583;205584;205585;205586;205587;205588;205589;205590;205591;205592;205593;205594;205595;337178;337179;337180;337181;337182;337183;337184;337185;337186;337187;337188;337189;337190;337191;337192;337193;337194;337195;337196;337197;337198;337199;337200;337201;337202;337203;337204;337205;337206;337207;337208;337209;337210;337211;337212;337213;337214;337215;337216;337217;337218;337219;337220;337221;337222;337223;337224;337225;337226;337227;337228;337229;337230;337231;337232;337233;337234;337235;357431;357432;357433;357434;357435;357436;357437;357438;357439;357440;357441;357442;357443;357444;357445;357446;357447;357448;357449;357450;357451;357452;357453;357454;357455;357456;357457;357458;357459;357460;357461;357462;357463;357464;357465;357466;357467;357468;357469;357470;357471;357472;357473;357474;357475;357476;357477;357478;357479;357480;357481;357482;357483;357484;376204;376205;376206;376207;376208;376209;508626;508627;508628;508629;508630;508631;508632;508633;508634;508635;508636;508637;511783;511784;511785;511786;511787;511788;511789;511790;511791;511792;523392;523393;523394;523395;523396;523397;523398;523399;523400;523401;523402;523403;523404;523405;523406;523407;523408;523409;523410;523411;523412;523413;523414;523415;523416;523417;523418;523419;523420;523421;523422;523423;523424;523425;523426;523427;523428;523429;523430;523431;523432;523433;523434;523435;523436;523437;523438;523439;523440;523441;523442;523443;523444;523445;523446;523447;523448;523449","LOC_Os09g23540.1:Chr9:13988472","forPPT","PPT1projLFQ_AnI;A1","ppt","0.6347408267117016,0.7194276520181884","0.028024785692228164,  0.001079404533196964","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","0.6960745080132091,0.5837642327335485","5.124061372125702,3.131800991383244","LOC_Os09g27030.2","LOC_Os09g27030.2",">LOC_Os09g27030.2 protein|oryzain gamma chain precursor, putative, expressed","1.0","5.0","5.0","29.8","39.114","nan","148.63","3530.0","95098;95099;95100;95101;95102;95103;95104;95105;95106;95107;95108;95109;95110;95111;95112;95113;95114;95115;95116;95117;95118;95119;95120;95121;95122;95123;366669;366670;366671;366672;366673;366674;366675;366676;366677;366678;366679;366680;366681;366682;366683;366684;366685;371567;371568;371569;371570;371571;371572;371573;371574;371575;371576;371577;371578;371579;371580;371581;371582;371583;371584;371585;371586;371587;371588;371589;371590;371591;410025;410026;410027;410028;410029;410030;410031;410032;410033;410034;410035;410036;410037;555754;555755;555756;555757;555758;555759;555760;555761;555762;555763;555764;555765;555766;555767;555768;555769;555770;555771;555772;555773;555774;555775;555776;555777;555778;555779;555780;555781;555782;555783;555784;555785;555786","LOC_Os09g27030.2:Chr9:16439204","forPPT","PPT1projLFQ_AnI;A1","ppt","0.6960745080132091,0.5837642327335485","0.005951801262024251,  0.04363913273492653","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","-0.5289554760782986,-0.5677283028968239","3.085836934780991,3.7985653673435706","LOC_Os09g29070.1;LOC_Os08g37380.2;LOC_Os08g37380.1","LOC_Os09g29070.1",">LOC_Os09g29070.1 protein|glucose-6-phosphate isomerase, putative, expressed","3.0","15.0","15.0","34.1","68.421","nan","73.024","3547.0","3384;3385;3386;3387;3388;3389;3390;3391;35390;35391;35392;35393;35394;35395;35396;35397;35398;88990;88991;88992;88993;88994;88995;88996;88997;88998;88999;89000;102737;102738;102739;102740;102741;102742;102743;102744;133164;133165;133166;133167;133168;133169;133170;133171;133172;133173;133174;133175;133176;133177;133178;133179;133180;133181;140437;140438;140439;140440;140441;140442;140443;140444;140445;185531;185532;185533;185534;185535;185536;185537;225912;225913;225914;225915;226659;226660;226661;226662;226663;226664;226665;226666;226667;226668;226669;226670;226671;226672;226673;226674;226675;351709;351710;351711;351712;381644;381645;381646;381647;381648;381649;381650;381651;381652;381653;429361;429362;429363;429364;507492;507493;507494;507495;507496;507497;507498;507499;507500;507501;507502;507503;507504;507505;561611;561612;561613;561614;561615","LOC_Os09g29070.1:Chr9:17652934","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.5289554760782986,-0.5677283028968239","0.0456917768558699,  0.022402888728468393","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","-0.3944093337325686,-0.2959850095151889","3.9610823088312714,3.1082015844877486","LOC_Os09g37000.1;LOC_Os09g37000.2","LOC_Os09g37000.1;LOC_Os09g37000.2",">LOC_Os09g37000.1 protein|26S proteasome non-ATPase regulatory subunit 3, putative, expressed;>LOC_Os09g37000.2 protein|26S proteasome non-ATPase regulatory subunit 3, putative, expressed","2.0","6.0","2.0","17.5","54.98","nan","12.659","3618.0","117210;117211;117212;117213;208569;208570;208571;208572;208573;239100;239101;239102;239103;239104;239105;239106;239107;304481;304482;304483;304484;304485;304486;304487;304488;375545;375546;375547;375548;375549;488576;488577;488578;488579","LOC_Os09g37000.1:Chr9:21342018^^LOC_Os09g37000.2:Chr9:21340677","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.3944093337325686,-0.2959850095151889","0.01904249327582897,  0.04468123855987513","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","0.5341899291367896,0.8006123413806872","4.543123705649063,5.041660019539398","LOC_Os09g38090.1","LOC_Os09g38090.1",">LOC_Os09g38090.1 protein|expressed protein","1.0","21.0","21.0","30.2","94.215","nan","66.694","3628.0","33640;37757;37758;37759;37760;37761;37762;37763;37764;37765;77946;77947;77948;77949;77950;77951;77952;77953;77954;77955;91964;91965;91966;91967;91968;120757;120758;120759;164560;164561;164562;164563;164564;164565;164566;164567;172789;172790;208937;208938;208939;208940;232471;232472;232473;233369;233370;233371;233372;233373;233374;233375;233376;233377;233378;270052;270053;270054;270055;270056;270057;270058;270059;270060;318949;321395;321396;321397;321398;321399;321400;321401;321402;321403;397066;397067;397068;397069;397070;397071;397072;397073;397074;397075;397076;397077;397078;397079;397080;397081;400566;400567;400568;400569;400570;400571;408109;408110;408111;408112;408113;408114;408115;408116;408117;408118;408119;408120;408121;408122;408123;426899;426900;426901;426902;426903;426904;426905;426906;426907;426908;426909;426910;426911;426912;426913;426914;426915;426916;426917;426918;478126;478127;478128;478129;478130;478131;478132;514634;514635;514636;514637;514638;514639;514640;514641;514642;514643","LOC_Os09g38090.1:Chr9:21946035","forPPT","PPT1projLFQ_AnI;A1","ppt","0.5341899291367896,0.8006123413806872","0.010640117992078518,  0.006463010684394713","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","-0.983579321305907,-1.0696873277864638","3.596808329015507,3.5189358890964155","LOC_Os09g38530.1","LOC_Os09g38530.1",">LOC_Os09g38530.1 protein|transmembrane 9 superfamily member, putative, expressed","1.0","5.0","5.0","8.8","73.654","nan","12.375","3631.0","203326;203327;203328;203329;203330;203331;203332;244841;244842;244843;244844;244845;244846;244847;244848;244849;244850;244851;244852;336006;336007;336008;336009;336010;336011;361368;361369;361370;361371;361372;361373;547677;547678;547679;547680;547681;547682;547683;547684;547685;547686;547687;547688;547689;547690;547691;547692;547693;547694","LOC_Os09g38530.1:Chr9:22168539","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.983579321305907,-1.0696873277864638","0.02741107009774754,  0.02963094901373391","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","-0.48121306219109866,-0.6250342161644916","3.3591114806473223,3.633812165630047","LOC_Os10g25780.3;LOC_Os10g25780.2;LOC_Os10g25780.1","LOC_Os10g25780.3;LOC_Os10g25780.2;LOC_Os10g25780.1",">LOC_Os10g25780.3 protein|FAD-linked oxidoreductase protein, putative, expressed;>LOC_Os10g25780.2 protein|FAD-linked oxidoreductase protein, putative, expressed;>LOC_Os10g25780.1 protein|FAD-linked oxidoreductase protein, putative, expressed","3.0","12.0","12.0","24.4","64.932","nan","32.608","3705.0","11137;11138;11139;11140;11141;11142;11143;11144;11145;11146;11147;11148;11149;11150;11151;11152;11153;11154;11155;11156;11157;11158;11159;11160;11161;11162;11163;11164;11165;11166;11167;11168;11169;11170;11171;11172;104217;197987;197988;197989;197990;197991;197992;197993;197994;197995;197996;197997;197998;197999;198000;198001;198002;198003;263408;263409;263410;263411;263412;296156;296157;296158;296159;296160;296161;296162;296163;296164;324521;324522;324523;324524;324525;324526;324527;324528;338738;338739;338740;338741;338742;338743;338744;338745;338746;338747;338748;338749;338750;338751;338752;338753;338754;361924;361925;361926;361927;375108;375109;375110;375111;375112;375113;375114;375115;375116;375117;375118;375119;375120;375121;458849;458850;458851;458852;458853;458854;458855;458856;484389;484390;484391;484392;484393;484394;488195;488196;488197;488198;488199;488200;488201;488202;488203;488204;488205;488206;488207;488208;488209;488210","LOC_Os10g25780.3:Chr10:13360633^^LOC_Os10g25780.2:Chr10:13360633^^LOC_Os10g25780.1:Chr10:13362075","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.48121306219109866,-0.6250342161644916","0.0347661356097571,  0.026415292752088693","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare1similar,compare2similar","-0.3829008448225637,-0.4412740809119752","3.8097036728183227,4.291951230833136","LOC_Os10g28200.1;LOC_Os10g28200.2","LOC_Os10g28200.1;LOC_Os10g28200.2",">LOC_Os10g28200.1 protein|NAD dependent epimerase/dehydratase family protein, putative, expressed;>LOC_Os10g28200.2 protein|NAD dependent epimerase/dehydratase family protein, putative, expressed","2.0","37.0","19.0","72.0","42.778","nan","323.31","3721.0","45221;45222;45223;45224;45225;45226;45227;49793;49794;49795;49796;49797;49798;49799;49800;49801;49802;49803;49804;49805;76431;76432;76433;76434;76435;105994;105995;105996;105997;105998;105999;106000;106001;106002;106003;106004;106005;106006;106007;106008;106009;106010;106011;106012;106013;106014;106015;106689;106690;106691;106692;106693;106694;106695;106696;106697;106698;106699;106700;106701;106702;106703;106960;106961;106962;106963;106964;106965;106966;106967;106968;106969;106970;106971;106972;106973;106974;106975;106976;106977;106978;106979;106980;106981;106982;106983;106984;110830;110831;110832;110833;110834;110835;110836;110837;110838;110839;110840;110841;110842;110843;110844;110845;110846;110847;110848;110849;110850;110851;110852;110853;110854;110855;110856;110857;110858;110859;110860;110861;110862;110863;110864;110865;110866;110867;110868;110869;110870;110871;110872;110873;110874;110875;114246;114247;114248;114249;114250;114251;114252;114253;114254;114255;114256;115291;115292;115293;115294;115295;115296;115297;115298;115299;115300;115301;115302;115303;129434;129435;129436;129437;129438;129439;129440;129441;129442;129443;129444;129445;129446;129447;129448;129449;129450;132612;132613;132614;132615;132616;132617;132618;132619;132620;132621;132622;132623;132624;132625;132626;132627;132628;132629;132630;132631;132632;132633;132634;132635;132636;132637;132638;145238;145239;145240;145241;145242;145243;145244;145245;145246;145247;145248;145249;145250;145251;145252;145253;145254;145255;145256;145257;145258;145259;145260;145261;145262;145263;145264;145265;185416;185417;185418;185419;185420;185421;185422;207523;207524;207525;207526;207527;207528;207529;207530;207531;207532;207533;207534;207535;207536;207537;207538;207539;239049;239050;239051;239052;239053;239054;239055;239056;239057;239058;239059;239060;239061;239062;239063;239064;239065;239066;239067;239068;239069;239070;239071;239072;239073;239074;239075;239076;239077;239078;239079;239080;239081;239082;239083;239084;239085;239086;250941;250942;250943;250944;250945;250946;250947;250948;250949;250950;250951;250952;250953;250954;250955;250956;250957;250958;250959;261637;261638;261639;276686;276687;276688;276689;276690;276691;276692;276693;276694;276695;276696;276697;276698;276699;276700;276701;276702;276703;276704;276705;276706;276707;276708;276709;276710;276711;276712;276713;276714;276715;276716;290693;290694;290695;290696;290697;290698;290699;290700;290701;290702;290703;290704;290705;290706;290707;290708;290709;290710;290711;290712;290713;290714;290715;290716;290717;290718;290719;290720;290721;290722;290723;290724;290725;290726;290727;290728;290729;290730;290731;290732;290733;290734;299529;299530;299531;299532;299533;299534;299535;299536;299537;299538;299539;299540;299541;299542;299543;299544;299545;299546;299547;299548;299549;299550;299551;299552;299553;299554;299555;299556;299557;299558;299559;299560;299561;299562;299563;299564;299565;299566;299567;299568;299569;299570;299571;299572;299573;299574;299575;299576;357586;357587;357588;357589;357590;357591;357592;357593;357594;357595;357596;357597;357598;357599;357600;357601;357602;357603;357604;357605;357606;357607;357608;357609;357610;357611;357612;357613;357614;359843;359844;359845;359846;359847;359848;359849;359850;359851;359852;359853;359854;359855;359856;359857;359858;359859;359860;359861;359862;359863;359864;359865;359866;359867;359868;359869;359870;370772;370773;384484;384485;384486;384487;384488;384489;384490;384491;384492;384493;384494;384495;384496;384497;384498;384499;384500;384501;384502;384503;384504;384505;384506;384507;384508;384509;384510;384511;384512;403634;403635;403636;403637;403638;403639;403640;403641;403642;403643;403644;403645;403646;403647;403648;403649;403650;403651;403652;403653;403654;403655;403656;403657;403658;403659;403660;403661;403662;403663;403664;403665;403666;403667;403668;403669;403670;403671;403672;403673;403674;403675;403676;403677;403678;403679;403680;403681;403682;403683;403684;403685;403686;403687;403688;403689;403690;403691;403692;403693;403694;403695;403696;403697;403698;403699;403700;403701;403702;403703;403704;403705;406436;406437;406438;406439;406440;406441;406442;406443;406444;406445;406446;406447;406448;406449;406450;406451;406452;406453;406454;406455;406456;406457;406458;406459;406460;406461;462930;462931;462932;462933;462934;462935;462936;462937;462938;462939;462940;462941;462942;462943;462944;462945;462946;462947;462948;462949;509112;509113;509114;509115;509116;532018;532019;532020;532021;532022;532023;532024;532025;532026;532027;532028;532029;532030;532031;532032;532033;532034;532035;532036;532037;532038;532039;532040;532041;532042;532043;532044;532045;532046;532047;532048;532049;532050;532051;532052;532053;532054;532055;532056;532057;532058;532059;532060;532061","LOC_Os10g28200.1:Chr10:14641372^^LOC_Os10g28200.2:Chr10:14641372","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.3829008448225637,-0.4412740809119752","0.02215474303699656,  0.013678209896991497","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
